FACNAME,COURSECODE,NAMEENGLISHABBR,EXAMDATE,EXAMSTARTTIME,EXAMENDTIME,EXAMTYPE,BUILDINGNAMEABBR,ROOMNO,NUMEXAMSEAT,STUDYPROGRAMSYSTEM
"คณะเศรษฐศาสตร์","2940309","MACROECON THEO II",3/12/2015,830,1130,"เรียงตามตอนเรียน","MAHIT","709",40,"S"
"คณะเศรษฐศาสตร์","2940309","MACROECON THEO II",3/12/2015,830,1130,"เรียงตามตอนเรียน","MAHIT","710",11,"S"
"คณะเศรษฐศาสตร์","2940309","MACROECON THEO II",3/12/2015,830,1130,"เรียงตามตอนเรียน","MAHIT","609",40,"S"
"คณะเศรษฐศาสตร์","2940310","HIST ECON THOUGHT",1/12/2015,1300,1600,"เรียงตามตอนเรียน","MAHIT","412",67,"S"
"คณะเศรษฐศาสตร์","2941308","ECON DEV",8/12/2015,830,1130,"เรียงตามตอนเรียน","MAHIT","305",82,"S"
"คณะเศรษฐศาสตร์","2941308","ECON DEV",8/12/2015,830,1130,"เรียงตามตอนเรียน","MAHIT","711",3,"S"
"คณะเศรษฐศาสตร์","2941406","THEO POL DEV ECON",8/12/2015,830,1130,"เรียงตามตอนเรียน","MAHIT","306",38,"S"
"คณะเศรษฐศาสตร์","2941414","URBAN REGION ECON",15/12/2015,830,1130,"เรียงตามตอนเรียน","MAHIT","208",19,"S"
"คณะเศรษฐศาสตร์","2942307","INTER ECON",8/12/2015,830,1130,"เรียงตามตอนเรียน","MAHIT","306",18,"S"
"คณะเศรษฐศาสตร์","2942307","INTER ECON",8/12/2015,830,1130,"เรียงตามตอนเรียน","MAHIT","711",5,"S"
"คณะเศรษฐศาสตร์","2942401","INTER TRADE",15/12/2015,830,1130,"เรียงตามตอนเรียน","MAHIT","207",55,"S"
"คณะเศรษฐศาสตร์","2942411","INTER TRADE POL",8/12/2015,830,1130,"เรียงตามตอนเรียน","MAHIT","711",11,"S"
"คณะเศรษฐศาสตร์","2942412","INTER MON ECON",15/12/2015,830,1130,"เรียงตามตอนเรียน","MAHIT","208",40,"S"
"คณะเศรษฐศาสตร์","2943307","PUB ECON",3/12/2015,830,1130,"เรียงตามตอนเรียน","MAHIT","711",27,"S"
"คณะเศรษฐศาสตร์","2943307","PUB ECON",3/12/2015,830,1130,"เรียงตามตอนเรียน","MAHIT","712",33,"S"
"คณะเศรษฐศาสตร์","2943418","SEM PUB ECON",16/12/2015,830,1130,"เรียงตามตอนเรียน","MAHIT","609",9,"S"
"คณะเศรษฐศาสตร์","2944310","ECON MON FIN MAR",2/12/2015,830,1130,"เรียงตามตอนเรียน","MAHIT","305",43,"S"
"คณะเศรษฐศาสตร์","2944310","ECON MON FIN MAR",2/12/2015,830,1130,"เรียงตามตอนเรียน","MAHIT","306",60,"S"
"คณะเศรษฐศาสตร์","2944405","INVESTMENTS",2/12/2015,830,1130,"เรียงตามตอนเรียน","MAHIT","609",13,"S"
"คณะเศรษฐศาสตร์","2944406","CORP FIN",8/12/2015,830,1130,"เรียงตามตอนเรียน","MAHIT","709",14,"S"
"คณะเศรษฐศาสตร์","2944410","MON THEO POL",30/11/2015,1300,1600,"เรียงตามตอนเรียน","MAHIT","710",37,"S"
"คณะเศรษฐศาสตร์","2945111","MATH ECONOMIST I",4/12/2015,830,1130,"เรียงตามตอนเรียน","MAHIT","611",27,"S"
"คณะเศรษฐศาสตร์","2945111","MATH ECONOMIST I",4/12/2015,830,1130,"เรียงตามตอนเรียน","MAHIT","712",40,"S"
"คณะเศรษฐศาสตร์","2945111","MATH ECONOMIST I",4/12/2015,830,1130,"เรียงตามตอนเรียน","MAHIT","709",25,"S"
"คณะเศรษฐศาสตร์","2945111","MATH ECONOMIST I",4/12/2015,830,1130,"เรียงตามตอนเรียน","MAHIT","711",39,"S"
"คณะเศรษฐศาสตร์","2945112","MATH ECONOMIST II",4/12/2015,830,1130,"เรียงตามตอนเรียน","MAHIT","515",24,"S"
"คณะเศรษฐศาสตร์","2945113","STAT ECONOMIST",4/12/2015,830,1130,"เรียงตามตอนเรียน","ECON","412",49,"S"
"คณะเศรษฐศาสตร์","2945113","STAT ECONOMIST",4/12/2015,830,1130,"เรียงตามตอนเรียน","MAHIT","504",16,"S"
"คณะเศรษฐศาสตร์","2945113","STAT ECONOMIST",4/12/2015,830,1130,"เรียงตามตอนเรียน","MAHIT","612",20,"S"
"คณะเศรษฐศาสตร์","2945310","INTRO ECONO",4/12/2015,830,1130,"เรียงตามตอนเรียน","ECON","410",46,"S"
"คณะเศรษฐศาสตร์","2945310","INTRO ECONO",4/12/2015,830,1130,"เรียงตามตอนเรียน","ECON","415",49,"S"
"คณะเศรษฐศาสตร์","2945501","TIME SERIES ECONO",3/12/2015,830,1130,"เรียงตามตอนเรียน","MAHIT","611",12,"S"
"คณะเศรษฐศาสตร์","2946410","LABOUR ECON",30/11/2015,1300,1600,"เรียงตามตอนเรียน","MAHIT","710",7,"S"
"คณะเศรษฐศาสตร์","2946420","HEALTH ECON",9/12/2015,830,1130,"เรียงตามตอนเรียน","MAHIT","306",4,"S"
"คณะเศรษฐศาสตร์","2947410","AGRI ECON",9/12/2015,830,1130,"เรียงตามตอนเรียน","MAHIT","612",28,"S"
"คณะเศรษฐศาสตร์","2948411","ECON ENV",9/12/2015,830,1130,"เรียงตามตอนเรียน","MAHIT","609",29,"S"
"คณะเศรษฐศาสตร์","2948420","SEM NAT RES ENV",16/12/2015,830,1130,"เรียงตามตอนเรียน","MAHIT","609",4,"S"
"คณะเศรษฐศาสตร์","2949403","PROD MKTG MGT",3/12/2015,830,1130,"เรียงตามตอนเรียน","MAHIT","611",21,"S"
"คณะเศรษฐศาสตร์","2949413","INDUS ORGAN",1/12/2015,1300,1600,"เรียงตามตอนเรียน","MAHIT","201",2,"S"
"คณะเศรษฐศาสตร์","2949413","INDUS ORGAN",1/12/2015,1300,1600,"เรียงตามตอนเรียน","MAHIT","201",49,"S"
"คณะเศรษฐศาสตร์","2949420","SEM ECON ORG",16/12/2015,830,1130,"เรียงตามตอนเรียน","MAHIT","609",18,"S"
"คณะสัตวแพทยศาสตร์","3102216","ANL BEHAVIOR",30/11/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","VET6","B03",114,"S"
"คณะทันตแพทยศาสตร์","3200203","HUMAN BODY I",30/11/2015,830,1030,"เรียงตามเลขประจำตัวนิสิต","DENT1","206",50,"S"
"คณะทันตแพทยศาสตร์","3200203","HUMAN BODY I",30/11/2015,830,1030,"เรียงตามเลขประจำตัวนิสิต","DENT1","219",89,"S"
"คณะทันตแพทยศาสตร์","3200204","HUMAN BODY LAB I",30/11/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","DEN14","609",139,"S"
"คณะทันตแพทยศาสตร์","3200205","BSC HUM TIS",2/12/2015,830,1030,"เรียงตามเลขประจำตัวนิสิต","DENT1","206",50,"S"
"คณะทันตแพทยศาสตร์","3200205","BSC HUM TIS",2/12/2015,830,1030,"เรียงตามเลขประจำตัวนิสิต","DENT1","219",89,"S"
"คณะทันตแพทยศาสตร์","3200206","BSC HUM TIS LAB",2/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","DEN14","609",139,"S"
"คณะทันตแพทยศาสตร์","3200302","INFEC DIS",1/12/2015,830,1000,"เรียงตามเลขประจำตัวนิสิต","DEN15","212",135,"S"
"คณะทันตแพทยศาสตร์","3200304","DENT CARIO III",2/12/2015,830,1030,"เรียงตามเลขประจำตัวนิสิต","DEN15","212",134,"S"
"คณะทันตแพทยศาสตร์","3200305","AB/DIS CRANIO I",3/12/2015,830,1030,"เรียงตามเลขประจำตัวนิสิต","DEN15","212",135,"S"
"คณะทันตแพทยศาสตร์","3200306","AB/DIS CRANIO LAB",3/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","DEN16","COM11",135,"S"
"คณะทันตแพทยศาสตร์","3200402","AB/DIS CRANIO III",2/12/2015,1100,1200,"เรียงตามเลขประจำตัวนิสิต","DEN15","212",128,"S"
"คณะทันตแพทยศาสตร์","3200403","DRUG USE I",4/12/2015,1100,1200,"เรียงตามเลขประจำตัวนิสิต","DEN15","212",127,"S"
"คณะทันตแพทยศาสตร์","3200601","HLTH ORG ADMIN",8/12/2015,1300,1500,"เรียงตามเลขประจำตัวนิสิต","DEN16","911",70,"S"
"คณะทันตแพทยศาสตร์","3200601","HLTH ORG ADMIN",8/12/2015,1300,1500,"เรียงตามเลขประจำตัวนิสิต","DEN16","912",64,"S"
"คณะทันตแพทยศาสตร์","3200602","INT CLIN SCI II",9/12/2015,1300,1500,"เรียงตามเลขประจำตัวนิสิต","DEN16","911",70,"S"
"คณะทันตแพทยศาสตร์","3200602","INT CLIN SCI II",9/12/2015,1300,1500,"เรียงตามเลขประจำตัวนิสิต","DEN16","912",64,"S"
"คณะทันตแพทยศาสตร์","3201222","BSC HEAD NECK",4/12/2015,830,1030,"เรียงตามเลขประจำตัวนิสิต","DENT1","206",50,"S"
"คณะทันตแพทยศาสตร์","3201222","BSC HEAD NECK",4/12/2015,830,1030,"เรียงตามเลขประจำตัวนิสิต","DENT1","219",89,"S"
"คณะทันตแพทยศาสตร์","3201223","BSC HEAD NECK LAB",4/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","DEN14","609",138,"S"
"คณะทันตแพทยศาสตร์","3204301","PRIN PHARMACO",4/12/2015,830,1030,"เรียงตามเลขประจำตัวนิสิต","DEN15","212",134,"S"
"คณะทันตแพทยศาสตร์","3206405","ORTHODONTICS I",2/12/2015,1330,1530,"เรียงตามเลขประจำตัวนิสิต","DEN15","212",128,"S"
"คณะทันตแพทยศาสตร์","3207304","CPL DENT I",1/12/2015,1300,1400,"เรียงตามเลขประจำตัวนิสิต","DEN15","212",134,"S"
"คณะทันตแพทยศาสตร์","3207305","CPL DENT LAB I",1/12/2015,1430,1530,"เรียงตามเลขประจำตัวนิสิต","DEN15","212",134,"S"
"คณะทันตแพทยศาสตร์","3207425","CROWN /BRG II",1/12/2015,1300,1400,"เรียงตามเลขประจำตัวนิสิต","DEN15","212",128,"S"
"คณะทันตแพทยศาสตร์","3207552","PROSTH CLIN I",8/12/2015,830,930,"เรียงตามเลขประจำตัวนิสิต","DEN15","212",132,"S"
"คณะทันตแพทยศาสตร์","3207652","PROSTH CLIN II",8/12/2015,830,930,"เรียงตามเลขประจำตัวนิสิต","DEN15","212",134,"S"
"คณะทันตแพทยศาสตร์","3208301","OPR DENT II",8/12/2015,1100,1200,"เรียงตามเลขประจำตัวนิสิต","DEN15","212",134,"S"
"คณะทันตแพทยศาสตร์","3208302","OPR DENT LAB I",8/12/2015,1330,1530,"เรียงตามเลขประจำตัวนิสิต","DENT1","206",50,"S"
"คณะทันตแพทยศาสตร์","3208302","OPR DENT LAB I",8/12/2015,1330,1530,"เรียงตามเลขประจำตัวนิสิต","DENT1","219",84,"S"
"คณะทันตแพทยศาสตร์","3208401","ENDODONTICS II",3/12/2015,1300,1500,"เรียงตามเลขประจำตัวนิสิต","DEN15","212",127,"S"
"คณะทันตแพทยศาสตร์","3210303","GENERAL SURGERY",4/12/2015,1330,1530,"เรียงตามเลขประจำตัวนิสิต","DEN15","212",127,"S"
"คณะทันตแพทยศาสตร์","3210407","MGT EMER/COMP PT",8/12/2015,1300,1500,"เรียงตามเลขประจำตัวนิสิต","DEN15","212",127,"S"
"คณะทันตแพทยศาสตร์","3210602","ORAL SURG CLIN III",9/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","DEN15","212",134,"S"
"คณะทันตแพทยศาสตร์","3212404","PEDIA DENT I",9/12/2015,1300,1500,"เรียงตามเลขประจำตัวนิสิต","DEN15","212",127,"S"
"คณะทันตแพทยศาสตร์","3214102","SOC DENT COMM",1/12/2015,830,1030,"เรียงตามเลขประจำตัวนิสิต","DEN16","911",50,"S"
"คณะทันตแพทยศาสตร์","3214102","SOC DENT COMM",1/12/2015,830,1030,"เรียงตามเลขประจำตัวนิสิต","DEN16","912",48,"S"
"คณะทันตแพทยศาสตร์","3214201","ORAL HLTH BEHAV/ED",8/12/2015,830,1030,"เรียงตามเลขประจำตัวนิสิต","DEN16","911",70,"S"
"คณะทันตแพทยศาสตร์","3214201","ORAL HLTH BEHAV/ED",8/12/2015,830,1030,"เรียงตามเลขประจำตัวนิสิต","DEN16","912",64,"S"
"คณะทันตแพทยศาสตร์","3215301","FUND PERIO",30/11/2015,1330,1500,"เรียงตามเลขประจำตัวนิสิต","DEN15","212",134,"S"
"คณะทันตแพทยศาสตร์","3216203","DENT ANAT",9/12/2015,830,1030,"เรียงตามเลขประจำตัวนิสิต","DENT1","206",50,"S"
"คณะทันตแพทยศาสตร์","3216203","DENT ANAT",9/12/2015,830,1030,"เรียงตามเลขประจำตัวนิสิต","DENT1","219",89,"S"
"คณะทันตแพทยศาสตร์","3216204","DENT ANAT LAB",8/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","DENT1","206",50,"S"
"คณะทันตแพทยศาสตร์","3216204","DENT ANAT LAB",8/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","DENT1","219",89,"S"
"คณะเภสัชศาสตร์","3300211","BIOCHEMISTRY",2/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","PHA80","401",44,"S"
"คณะเภสัชศาสตร์","3300211","BIOCHEMISTRY",2/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","PHAIN","1002",70,"S"
"คณะเภสัชศาสตร์","3300211","BIOCHEMISTRY",2/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","PHAIN","302",35,"S"
"คณะเภสัชศาสตร์","3300212","DRUG SYS HLTH",4/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","PHA80","401",45,"S"
"คณะเภสัชศาสตร์","3300212","DRUG SYS HLTH",4/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","PHAIN","1002",84,"S"
"คณะเภสัชศาสตร์","3300212","DRUG SYS HLTH",4/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","PHAIN","302",35,"S"
"คณะเภสัชศาสตร์","3300214","ANAT/PHYSIO I",1/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","PHA80","401",44,"S"
"คณะเภสัชศาสตร์","3300214","ANAT/PHYSIO I",1/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","PHAIN","1002",70,"S"
"คณะเภสัชศาสตร์","3300214","ANAT/PHYSIO I",1/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","PHAIN","302",35,"S"
"คณะเภสัชศาสตร์","3300215","ANAT/PHYSIO LAB I",15/12/2015,830,1030,"เรียงตามเลขประจำตัวนิสิต","PHA80","401",44,"S"
"คณะเภสัชศาสตร์","3300215","ANAT/PHYSIO LAB I",15/12/2015,830,1030,"เรียงตามเลขประจำตัวนิสิต","PHAIN","1002",70,"S"
"คณะเภสัชศาสตร์","3300215","ANAT/PHYSIO LAB I",15/12/2015,830,1030,"เรียงตามเลขประจำตัวนิสิต","PHAIN","302",35,"S"
"คณะเภสัชศาสตร์","3300218","PHARM CALC",3/12/2015,1300,1500,"เรียงตามตอนเรียน","PHA80","401",48,"S"
"คณะเภสัชศาสตร์","3300218","PHARM CALC",3/12/2015,1300,1500,"เรียงตามตอนเรียน","PHAIN","1002",79,"S"
"คณะเภสัชศาสตร์","3300218","PHARM CALC",3/12/2015,1300,1500,"เรียงตามตอนเรียน","PHAIN","302",36,"S"
"คณะเภสัชศาสตร์","3300220","IMMUNOLOGY",9/12/2015,830,1030,"เรียงตามเลขประจำตัวนิสิต","PHA80","401",45,"S"
"คณะเภสัชศาสตร์","3300220","IMMUNOLOGY",9/12/2015,830,1030,"เรียงตามเลขประจำตัวนิสิต","PHAIN","302",34,"S"
"คณะเภสัชศาสตร์","3300225","PHARM DOS DDS I",1/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","PHA80","401",45,"S"
"คณะเภสัชศาสตร์","3300225","PHARM DOS DDS I",1/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","PHAIN","302",33,"S"
"คณะเภสัชศาสตร์","3300226","MED CHEM I",8/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","PHA80","401",44,"S"
"คณะเภสัชศาสตร์","3300226","MED CHEM I",8/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","PHAIN","302",35,"S"
"คณะเภสัชศาสตร์","3300227","ANAT/PHYSIO II",8/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","PHA80","401",44,"S"
"คณะเภสัชศาสตร์","3300227","ANAT/PHYSIO II",8/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","PHAIN","1002",70,"S"
"คณะเภสัชศาสตร์","3300227","ANAT/PHYSIO II",8/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","PHAIN","302",35,"S"
"คณะเภสัชศาสตร์","3300229","PATHOPHYS PTHER",30/11/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","PHA80","401",37,"S"
"คณะเภสัชศาสตร์","3300229","PATHOPHYS PTHER",30/11/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","PHAIN","302",30,"S"
"คณะเภสัชศาสตร์","3300312","FOOD/NUTRI",3/12/2015,1300,1500,"เรียงตามเลขประจำตัวนิสิต","PHA80","702",78,"S"
"คณะเภสัชศาสตร์","3300316","PHARMACOLOGY II",2/12/2015,830,1030,"เรียงตามเลขประจำตัวนิสิต","PHA80","401",40,"S"
"คณะเภสัชศาสตร์","3300316","PHARMACOLOGY II",2/12/2015,830,1030,"เรียงตามเลขประจำตัวนิสิต","PHAIN","1002",85,"S"
"คณะเภสัชศาสตร์","3300316","PHARMACOLOGY II",2/12/2015,830,1030,"เรียงตามเลขประจำตัวนิสิต","PHAIN","302",35,"S"
"คณะเภสัชศาสตร์","3300317","MED MICROBIO",30/11/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","PHAIN","1002",78,"S"
"คณะเภสัชศาสตร์","3300318","PHARMACOGNOSY",11/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","PHA80","401",37,"S"
"คณะเภสัชศาสตร์","3300318","PHARMACOGNOSY",11/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","PHAIN","302",30,"S"
"คณะเภสัชศาสตร์","3300319","PHARMACOG LAB",3/12/2015,830,1030,"เรียงตามเลขประจำตัวนิสิต","PHA80","401",37,"S"
"คณะเภสัชศาสตร์","3300319","PHARMACOG LAB",3/12/2015,830,1030,"เรียงตามเลขประจำตัวนิสิต","PHAIN","302",30,"S"
"คณะเภสัชศาสตร์","3300322","BSC PHARMACOG",11/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","PHAIN","1002",80,"S"
"คณะเภสัชศาสตร์","3300323","CLIN TOXICO",2/12/2015,1300,1500,"เรียงตามเลขประจำตัวนิสิต","PHAIN","1002",81,"S"
"คณะเภสัชศาสตร์","3300326","PHARM PRAC II",8/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","PHA80","401",44,"S"
"คณะเภสัชศาสตร์","3300326","PHARM PRAC II",8/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","PHAIN","1002",68,"S"
"คณะเภสัชศาสตร์","3300326","PHARM PRAC II",8/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","PHAIN","302",35,"S"
"คณะเภสัชศาสตร์","3300411","GPP PHARM DOS",3/12/2015,830,930,"เรียงตามเลขประจำตัวนิสิต","PHAIN","1002",81,"S"
"คณะเภสัชศาสตร์","3300412","IV ADMIXT SERV",4/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","PHA80","401",45,"S"
"คณะเภสัชศาสตร์","3300412","IV ADMIXT SERV",4/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","PHAIN","302",35,"S"
"คณะเภสัชศาสตร์","3300415","PHARMTHER I",30/11/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","PHAIN","1002",80,"S"
"คณะเภสัชศาสตร์","3300416","PK CLIN PRAC I",1/12/2015,1300,1500,"เรียงตามเลขประจำตัวนิสิต","PHAIN","1002",80,"S"
"คณะเภสัชศาสตร์","3300425","PCARE AMB PT",9/12/2015,830,1030,"เรียงตามเลขประจำตัวนิสิต","PHA80","401",40,"S"
"คณะเภสัชศาสตร์","3300425","PCARE AMB PT",9/12/2015,830,1030,"เรียงตามเลขประจำตัวนิสิต","PHAIN","302",36,"S"
"คณะเภสัชศาสตร์","3300512","PHARMTHER III",1/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","PHAIN","1002",76,"S"
"คณะเภสัชศาสตร์","3300513","PHARMTHER IV",3/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","PHA80","401",42,"S"
"คณะเภสัชศาสตร์","3300513","PHARMTHER IV",3/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","PHAIN","302",34,"S"
"คณะเภสัชศาสตร์","3300652","PRIN QS GMP",4/12/2015,1300,1400,"เรียงตามเลขประจำตัวนิสิต","PHA80","401",36,"S"
"คณะเภสัชศาสตร์","3300652","PRIN QS GMP",4/12/2015,1300,1400,"เรียงตามเลขประจำตัวนิสิต","PHAIN","302",30,"S"
"คณะเภสัชศาสตร์","3301304","PHARMACEUTICS II",1/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","PHAIN","1002",82,"S"
"คณะเภสัชศาสตร์","3302403","IND PHAR I",1/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","PHA80","401",38,"S"
"คณะเภสัชศาสตร์","3302403","IND PHAR I",1/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","PHAIN","302",30,"S"
"คณะเภสัชศาสตร์","3302411","IND PHAR LAB I",4/12/2015,1300,1500,"เรียงตามเลขประจำตัวนิสิต","PHAIN","1002",68,"S"
"คณะเภสัชศาสตร์","3302500","PRIN IND PHAR PROC",3/12/2015,1300,1500,"เรียงตามเลขประจำตัวนิสิต","PHA80","702",66,"S"
"คณะเภสัชศาสตร์","3302501","PHAR PROD MGT",1/12/2015,830,930,"เรียงตามเลขประจำตัวนิสิต","PHA80","401",36,"S"
"คณะเภสัชศาสตร์","3302501","PHAR PROD MGT",1/12/2015,830,930,"เรียงตามเลขประจำตัวนิสิต","PHAIN","302",30,"S"
"คณะเภสัชศาสตร์","3302731","FAC UTIL SYS PIND",8/12/2015,1300,1500,"เรียงตามเลขประจำตัวนิสิต","PHAIN","1002",66,"S"
"คณะเภสัชศาสตร์","3303332","PHAR CHEM LAB",9/12/2015,830,930,"เรียงตามเลขประจำตัวนิสิต","PHAIN","1002",82,"S"
"คณะเภสัชศาสตร์","3303432","PHAR ANAL II",2/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","PHA80","401",39,"S"
"คณะเภสัชศาสตร์","3303432","PHAR ANAL II",2/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","PHAIN","302",30,"S"
"คณะเภสัชศาสตร์","3303434","PHAR ANAL LAB II",9/12/2015,830,930,"เรียงตามเลขประจำตัวนิสิต","PHAIN","1002",69,"S"
"คณะเภสัชศาสตร์","3303436","ORG PHAR CHEM I",8/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","PHAIN","1002",87,"S"
"คณะเภสัชศาสตร์","3304321","BIOCHEM LAB",9/12/2015,830,930,"เรียงตามเลขประจำตัวนิสิต","PHA80","401",42,"S"
"คณะเภสัชศาสตร์","3304321","BIOCHEM LAB",9/12/2015,830,930,"เรียงตามเลขประจำตัวนิสิต","PHAIN","302",30,"S"
"คณะเภสัชศาสตร์","3308305","MICROBIOL II",30/11/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","PHA80","401",45,"S"
"คณะเภสัชศาสตร์","3308305","MICROBIOL II",30/11/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","PHAIN","302",35,"S"
"คณะนิติศาสตร์","3400500","PUB LAW THEORY",2/12/2015,1730,2030,"เรียงตามเลขประจำตัวนิสิต","PINIT","1007",21,"S"
"คณะนิติศาสตร์","3400505","FR ADMIN LAW",4/12/2015,1730,2030,"เรียงตามเลขประจำตัวนิสิต","PINIT","1109",13,"S"
"คณะนิติศาสตร์","3400515","LAW NAT RES MGT",8/12/2015,1730,2030,"เรียงตามเลขประจำตัวนิสิต","PINIT","1108",7,"S"
"คณะนิติศาสตร์","3400518","ADV ENVI LAW",30/11/2015,1730,2030,"เรียงตามเลขประจำตัวนิสิต","PINIT","1109",5,"S"
"คณะนิติศาสตร์","3400520","GERMAN ADMIN LAW",30/11/2015,1730,2030,"เรียงตามเลขประจำตัวนิสิต","PINIT","1109",4,"S"
"คณะนิติศาสตร์","3400535","ECON ANAL OF LAW",4/12/2015,1730,2030,"เรียงตามเลขประจำตัวนิสิต","PINIT","1007",9,"S"
"คณะนิติศาสตร์","3400545","COMP INVESTLAW",30/11/2015,1730,2030,"เรียงตามเลขประจำตัวนิสิต","PINIT","1108",23,"S"
"คณะนิติศาสตร์","3400550","METHO INTER LAW",2/12/2015,1730,2030,"เรียงตามเลขประจำตัวนิสิต","PINIT","1007",13,"S"
"คณะนิติศาสตร์","3400579","ADV AIR SPACE LAW",8/12/2015,1730,2030,"เรียงตามเลขประจำตัวนิสิต","PINIT","1108",8,"S"
"คณะนิติศาสตร์","3400580","ADV CRIM LAW",2/12/2015,1730,2030,"เรียงตามเลขประจำตัวนิสิต","PINIT","1109",33,"S"
"คณะนิติศาสตร์","3400584","COMP CRIM LAW",4/12/2015,1730,2030,"เรียงตามเลขประจำตัวนิสิต","PINIT","1109",30,"S"
"คณะนิติศาสตร์","3400588","BUSINESS CRIME",30/11/2015,1730,2030,"เรียงตามเลขประจำตัวนิสิต","PINIT","1109",21,"S"
"คณะนิติศาสตร์","3400591","CIV LAW SYS",8/12/2015,1730,2030,"เรียงตามเลขประจำตัวนิสิต","PINIT","1007",79,"S"
"คณะนิติศาสตร์","3400601","REL LAW BUS",2/12/2015,1730,2030,"เรียงตามตอนเรียน","PINIT","1108",21,"S"
"คณะนิติศาสตร์","3400601","REL LAW BUS",2/12/2015,1730,2030,"เรียงตามตอนเรียน","THEB","904",63,"S"
"คณะนิติศาสตร์","3400604","ENG LEG RES",30/11/2015,1730,2030,"เรียงตามตอนเรียน","PINIT","1007",35,"S"
"คณะนิติศาสตร์","3400604","ENG LEG RES",30/11/2015,1730,2030,"เรียงตามตอนเรียน","PINIT","1007",44,"S"
"คณะนิติศาสตร์","3400604","ENG LEG RES",30/11/2015,1730,2030,"เรียงตามตอนเรียน","THEB","905",64,"S"
"คณะนิติศาสตร์","3400605","RES METH LAW",4/12/2015,1730,2030,"เรียงตามตอนเรียน","PINIT","1007",14,"S"
"คณะนิติศาสตร์","3400605","RES METH LAW",4/12/2015,1730,2030,"เรียงตามตอนเรียน","PINIT","1007",23,"S"
"คณะนิติศาสตร์","3400605","RES METH LAW",4/12/2015,1730,2030,"เรียงตามตอนเรียน","PINIT","1007",21,"S"
"คณะนิติศาสตร์","3401103","PERSONS LAW",1/12/2015,900,1100,"เรียงตามตอนเรียน","PINIT","1005",30,"S"
"คณะนิติศาสตร์","3401103","PERSONS LAW",1/12/2015,900,1100,"เรียงตามตอนเรียน","THEB","501",52,"S"
"คณะนิติศาสตร์","3401103","PERSONS LAW",1/12/2015,900,1100,"เรียงตามตอนเรียน","THEB","501",137,"S"
"คณะนิติศาสตร์","3401103","PERSONS LAW",1/12/2015,900,1100,"เรียงตามตอนเรียน","PINIT","907",70,"S"
"คณะนิติศาสตร์","3401103","PERSONS LAW",1/12/2015,900,1100,"เรียงตามตอนเรียน","PINIT","1006",51,"S"
